txn_id,investor_id,scheme_code,state,city_tier,investor_age,income_bracket,txn_type,amount_inr,txn_date
TXN-002160,INV-02161,120123,Karnataka,Tier 2,65,12-25L,SIP,24615,2025-11-17
TXN-002161,INV-02162,120246,Tamil Nadu,Tier 3,55,12-25L,Redemption,16302,2025-11-18
TXN-002162,INV-02163,120369,Delhi,Tier 1,32,5-12L,SIP,14875,2025-11-19
TXN-002163,INV-02164,120492,Gujarat,Tier 2,67,12-25L,SIP,31278,2025-11-20
TXN-002164,INV-02165,120615,Uttar Pradesh,Tier 3,36,12-25L,SIP,40279,2025-11-21
TXN-002165,INV-02166,120738,West Bengal,Tier 1,30,25L+,Lumpsum,114067,2025-11-24
TXN-002166,INV-02167,120861,Telangana,Tier 2,53,12-25L,Redemption,44780,2025-11-25
TXN-002167,INV-02168,120984,Rajasthan,Tier 3,64,12-25L,Lumpsum,172389,2025-11-26
TXN-002168,INV-02169,121107,Kerala,Tier 1,29,5-12L,SIP,5008,2025-11-27
TXN-002169,INV-02170,121230,Punjab,Tier 2,64,12-25L,SIP,46164,2025-11-28
TXN-002170,INV-02171,121353,Haryana,Tier 3,34,5-12L,SIP,39638,2025-12-01
TXN-002171,INV-02172,121476,Maharashtra,Tier 1,52,5-12L,Lumpsum,446819,2025-12-02
TXN-002172,INV-02173,121599,Karnataka,Tier 2,28,12-25L,Lumpsum,442360,2025-12-03
TXN-002173,INV-02174,121722,Tamil Nadu,Tier 3,54,25L+,Lumpsum,68959,2025-12-04
TXN-002174,INV-02175,121845,Delhi,Tier 1,25,5-12L,Lumpsum,346121,2025-12-05
TXN-002175,INV-02176,121968,Gujarat,Tier 2,30,5-12L,SIP,5793,2025-12-08
TXN-002176,INV-02177,122091,Uttar Pradesh,Tier 3,67,25L+,SIP,36614,2025-12-09
TXN-002177,INV-02178,122214,West Bengal,Tier 1,47,25L+,Lumpsum,312276,2025-12-10
TXN-002178,INV-02179,122337,Telangana,Tier 2,56,25L+,Lumpsum,459990,2025-12-11
TXN-002179,INV-02180,122460,Rajasthan,Tier 3,46,12-25L,SIP,43039,2025-12-12
TXN-002180,INV-02181,122583,Kerala,Tier 1,51,12-25L,SIP,42533,2025-12-15
TXN-002181,INV-02182,122706,Punjab,Tier 2,38,5-12L,Redemption,15513,2025-12-16
TXN-002182,INV-02183,122829,Haryana,Tier 3,64,25L+,SIP,12326,2025-12-17
TXN-002183,INV-02184,122952,Maharashtra,Tier 1,65,25L+,SIP,18717,2025-12-18
TXN-002184,INV-02185,123075,Karnataka,Tier 2,62,25L+,SIP,26599,2025-12-19
TXN-002185,INV-02186,123198,Tamil Nadu,Tier 3,67,12-25L,SIP,27474,2025-12-22
TXN-002186,INV-02187,123321,Delhi,Tier 1,63,5-12L,Lumpsum,374245,2025-12-23
TXN-002187,INV-02188,123444,Gujarat,Tier 2,59,25L+,SIP,13831,2025-12-24
TXN-002188,INV-02189,123567,Uttar Pradesh,Tier 3,60,12-25L,Lumpsum,35277,2025-12-25
TXN-002189,INV-02190,123690,West Bengal,Tier 1,66,25L+,SIP,7159,2025-12-26
TXN-002190,INV-02191,123813,Telangana,Tier 2,61,25L+,SIP,24076,2025-12-29
TXN-002191,INV-02192,123936,Rajasthan,Tier 3,55,25L+,SIP,16312,2025-12-30
TXN-002192,INV-02193,124059,Kerala,Tier 1,22,5-12L,SIP,28370,2025-12-31
TXN-002193,INV-02194,124182,Punjab,Tier 2,34,25L+,Redemption,41027,2026-01-01
TXN-002194,INV-02195,124305,Haryana,Tier 3,30,25L+,SIP,34550,2026-01-02
TXN-002195,INV-02196,124428,Maharashtra,Tier 1,42,25L+,Lumpsum,58751,2026-01-05
TXN-002196,INV-02197,124551,Karnataka,Tier 2,25,12-25L,Lumpsum,469592,2026-01-06
TXN-002197,INV-02198,124674,Tamil Nadu,Tier 3,22,5-12L,Redemption,48091,2026-01-07
TXN-002198,INV-02199,124797,Delhi,Tier 1,42,5-12L,SIP,28254,2026-01-08
TXN-002199,INV-02200,124920,Gujarat,Tier 2,56,12-25L,SIP,41030,2026-01-09
TXN-002200,INV-02201,120123,Uttar Pradesh,Tier 3,36,5-12L,Redemption,48279,2026-01-12
TXN-002201,INV-02202,120246,West Bengal,Tier 1,24,12-25L,SIP,38029,2026-01-13
TXN-002202,INV-02203,120369,Telangana,Tier 2,45,25L+,SIP,5976,2026-01-14
TXN-002203,INV-02204,120492,Rajasthan,Tier 3,64,25L+,Lumpsum,284933,2026-01-15
TXN-002204,INV-02205,120615,Kerala,Tier 1,41,5-12L,SIP,45885,2026-01-16
TXN-002205,INV-02206,120738,Punjab,Tier 2,23,12-25L,SIP,36472,2026-01-19
TXN-002206,INV-02207,120861,Haryana,Tier 3,46,25L+,SIP,28077,2026-01-20
TXN-002207,INV-02208,120984,Maharashtra,Tier 1,38,5-12L,SIP,38290,2026-01-21
TXN-002208,INV-02209,121107,Karnataka,Tier 2,36,12-25L,SIP,30107,2026-01-22
TXN-002209,INV-02210,121230,Tamil Nadu,Tier 3,51,5-12L,SIP,24966,2026-01-23
TXN-002210,INV-02211,121353,Delhi,Tier 1,42,12-25L,SIP,4707,2026-01-26
TXN-002211,INV-02212,121476,Gujarat,Tier 2,45,5-12L,Redemption,32716,2026-01-27
TXN-002212,INV-02213,121599,Uttar Pradesh,Tier 3,38,5-12L,Redemption,9151,2026-01-28
TXN-002213,INV-02214,121722,West Bengal,Tier 1,63,5-12L,Lumpsum,154855,2026-01-29
TXN-002214,INV-02215,121845,Telangana,Tier 2,41,12-25L,SIP,15392,2026-01-30
TXN-002215,INV-02216,121968,Rajasthan,Tier 3,43,5-12L,Lumpsum,297977,2026-02-02
TXN-002216,INV-02217,122091,Kerala,Tier 1,33,12-25L,SIP,37337,2026-02-03
TXN-002217,INV-02218,122214,Punjab,Tier 2,47,25L+,Lumpsum,341297,2026-02-04
TXN-002218,INV-02219,122337,Haryana,Tier 3,36,12-25L,Lumpsum,210581,2026-02-05
TXN-002219,INV-02220,122460,Maharashtra,Tier 1,48,25L+,SIP,34164,2026-02-06
TXN-002220,INV-02221,122583,Karnataka,Tier 2,26,5-12L,SIP,30386,2026-02-09
TXN-002221,INV-02222,122706,Tamil Nadu,Tier 3,45,5-12L,Lumpsum,301214,2026-02-10
TXN-002222,INV-02223,122829,Delhi,Tier 1,30,5-12L,SIP,38161,2026-02-11
TXN-002223,INV-02224,122952,Gujarat,Tier 2,34,5-12L,SIP,49776,2026-02-12
TXN-002224,INV-02225,123075,Uttar Pradesh,Tier 3,25,5-12L,SIP,16158,2026-02-13
TXN-002225,INV-02226,123198,West Bengal,Tier 1,48,25L+,SIP,24351,2026-02-16
TXN-002226,INV-02227,123321,Telangana,Tier 2,50,12-25L,Lumpsum,299802,2026-02-17
TXN-002227,INV-02228,123444,Rajasthan,Tier 3,53,25L+,SIP,9905,2026-02-18
TXN-002228,INV-02229,123567,Kerala,Tier 1,45,5-12L,SIP,32911,2026-02-19
TXN-002229,INV-02230,123690,Punjab,Tier 2,66,25L+,Lumpsum,436948,2026-02-20
TXN-002230,INV-02231,123813,Haryana,Tier 3,27,5-12L,SIP,41462,2026-02-23
TXN-002231,INV-02232,123936,Maharashtra,Tier 1,55,5-12L,SIP,44649,2026-02-24
TXN-002232,INV-02233,124059,Karnataka,Tier 2,67,12-25L,SIP,16484,2026-02-25
TXN-002233,INV-02234,124182,Tamil Nadu,Tier 3,49,25L+,SIP,45995,2026-02-26
TXN-002234,INV-02235,124305,Delhi,Tier 1,65,5-12L,Lumpsum,396876,2026-02-27
TXN-002235,INV-02236,124428,Gujarat,Tier 2,55,25L+,SIP,14980,2026-03-02
TXN-002236,INV-02237,124551,Uttar Pradesh,Tier 3,55,5-12L,Lumpsum,345478,2026-03-03
TXN-002237,INV-02238,124674,West Bengal,Tier 1,60,5-12L,Lumpsum,431558,2026-03-04
TXN-002238,INV-02239,124797,Telangana,Tier 2,33,25L+,SIP,18910,2026-03-05
TXN-002239,INV-02240,124920,Rajasthan,Tier 3,64,12-25L,Redemption,11748,2026-03-06
TXN-002240,INV-02241,120123,Kerala,Tier 1,36,12-25L,SIP,33485,2026-03-09
TXN-002241,INV-02242,120246,Punjab,Tier 2,66,25L+,Lumpsum,233616,2026-03-10
TXN-002242,INV-02243,120369,Haryana,Tier 3,50,12-25L,SIP,34693,2026-03-11
TXN-002243,INV-02244,120492,Maharashtra,Tier 1,64,12-25L,SIP,35237,2026-03-12
TXN-002244,INV-02245,120615,Karnataka,Tier 2,44,5-12L,Lumpsum,111288,2026-03-13
TXN-002245,INV-02246,120738,Tamil Nadu,Tier 3,58,12-25L,SIP,32989,2026-03-16
TXN-002246,INV-02247,120861,Delhi,Tier 1,38,25L+,SIP,8957,2026-03-17
TXN-002247,INV-02248,120984,Gujarat,Tier 2,31,5-12L,SIP,3219,2026-03-18
TXN-002248,INV-02249,121107,Uttar Pradesh,Tier 3,43,5-12L,Lumpsum,36538,2026-03-19
TXN-002249,INV-02250,121230,West Bengal,Tier 1,40,5-12L,Redemption,27923,2026-03-20
TXN-002250,INV-02251,121353,Telangana,Tier 2,33,12-25L,SIP,22561,2026-03-23
TXN-002251,INV-02252,121476,Rajasthan,Tier 3,49,5-12L,Lumpsum,92497,2026-03-24
TXN-002252,INV-02253,121599,Kerala,Tier 1,59,12-25L,Redemption,22288,2026-03-25
TXN-002253,INV-02254,121722,Punjab,Tier 2,32,25L+,SIP,5990,2026-03-26
TXN-002254,INV-02255,121845,Haryana,Tier 3,61,12-25L,SIP,31148,2026-03-27
TXN-002255,INV-02256,121968,Maharashtra,Tier 1,50,12-25L,SIP,30611,2026-03-30
TXN-002256,INV-02257,122091,Karnataka,Tier 2,61,12-25L,SIP,18812,2026-03-31
TXN-002257,INV-02258,122214,Tamil Nadu,Tier 3,49,12-25L,Lumpsum,215766,2026-04-01
TXN-002258,INV-02259,122337,Delhi,Tier 1,48,25L+,Lumpsum,60704,2026-04-02
TXN-002259,INV-02260,122460,Gujarat,Tier 2,39,12-25L,SIP,20090,2026-04-03
TXN-002260,INV-02261,122583,Uttar Pradesh,Tier 3,44,25L+,SIP,14211,2026-04-06
TXN-002261,INV-02262,122706,West Bengal,Tier 1,42,5-12L,SIP,7570,2026-04-07
TXN-002262,INV-02263,122829,Telangana,Tier 2,38,5-12L,SIP,9782,2026-04-08
TXN-002263,INV-02264,122952,Rajasthan,Tier 3,57,5-12L,SIP,34708,2026-04-09
TXN-002264,INV-02265,123075,Kerala,Tier 1,59,25L+,SIP,22184,2026-04-10
TXN-002265,INV-02266,123198,Punjab,Tier 2,49,12-25L,SIP,45793,2026-04-13
TXN-002266,INV-02267,123321,Haryana,Tier 3,27,12-25L,SIP,49429,2026-04-14
TXN-002267,INV-02268,123444,Maharashtra,Tier 1,54,5-12L,SIP,35236,2026-04-15
TXN-002268,INV-02269,123567,Karnataka,Tier 2,56,12-25L,Lumpsum,389830,2026-04-16
TXN-002269,INV-02270,123690,Tamil Nadu,Tier 3,26,12-25L,Lumpsum,79885,2026-04-17
TXN-002270,INV-02271,123813,Delhi,Tier 1,67,12-25L,Lumpsum,401678,2026-04-20
TXN-002271,INV-02272,123936,Gujarat,Tier 2,52,25L+,Lumpsum,251122,2026-04-21
TXN-002272,INV-02273,124059,Uttar Pradesh,Tier 3,56,25L+,SIP,37278,2026-04-22
TXN-002273,INV-02274,124182,West Bengal,Tier 1,60,12-25L,Lumpsum,107866,2026-04-23
TXN-002274,INV-02275,124305,Telangana,Tier 2,35,5-12L,SIP,44217,2026-04-24
TXN-002275,INV-02276,124428,Rajasthan,Tier 3,37,5-12L,SIP,13200,2026-04-27
TXN-002276,INV-02277,124551,Kerala,Tier 1,64,5-12L,SIP,29861,2026-04-28
TXN-002277,INV-02278,124674,Punjab,Tier 2,53,5-12L,Lumpsum,405291,2026-04-29
TXN-002278,INV-02279,124797,Haryana,Tier 3,45,5-12L,Lumpsum,391317,2026-04-30
TXN-002279,INV-02280,124920,Maharashtra,Tier 1,35,5-12L,SIP,28117,2026-05-01
TXN-002280,INV-02281,120123,Karnataka,Tier 2,22,12-25L,SIP,19090,2026-05-04
TXN-002281,INV-02282,120246,Tamil Nadu,Tier 3,41,5-12L,SIP,40562,2026-05-05
TXN-002282,INV-02283,120369,Delhi,Tier 1,44,5-12L,SIP,48508,2026-05-06
TXN-002283,INV-02284,120492,Gujarat,Tier 2,36,5-12L,SIP,45649,2026-05-07
TXN-002284,INV-02285,120615,Uttar Pradesh,Tier 3,51,5-12L,SIP,10312,2026-05-08
TXN-002285,INV-02286,120738,West Bengal,Tier 1,45,5-12L,SIP,18829,2026-05-11
TXN-002286,INV-02287,120861,Telangana,Tier 2,42,25L+,SIP,45977,2026-05-12
TXN-002287,INV-02288,120984,Rajasthan,Tier 3,66,25L+,SIP,19440,2026-05-13
TXN-002288,INV-02289,121107,Kerala,Tier 1,53,25L+,SIP,14454,2026-05-14
TXN-002289,INV-02290,121230,Punjab,Tier 2,59,25L+,SIP,47140,2026-05-15
TXN-002290,INV-02291,121353,Haryana,Tier 3,60,5-12L,SIP,16451,2026-05-18
TXN-002291,INV-02292,121476,Maharashtra,Tier 1,55,25L+,Lumpsum,74927,2026-05-19
TXN-002292,INV-02293,121599,Karnataka,Tier 2,60,5-12L,SIP,25928,2026-05-20
TXN-002293,INV-02294,121722,Tamil Nadu,Tier 3,55,12-25L,SIP,41990,2026-05-21
TXN-002294,INV-02295,121845,Delhi,Tier 1,62,25L+,SIP,18844,2026-05-22
TXN-002295,INV-02296,121968,Gujarat,Tier 2,54,5-12L,SIP,4653,2026-05-25
TXN-002296,INV-02297,122091,Uttar Pradesh,Tier 3,53,25L+,SIP,45678,2026-05-26
TXN-002297,INV-02298,122214,West Bengal,Tier 1,52,25L+,SIP,7461,2026-05-27
TXN-002298,INV-02299,122337,Telangana,Tier 2,56,5-12L,SIP,29914,2026-05-28
TXN-002299,INV-02300,122460,Rajasthan,Tier 3,61,5-12L,SIP,27464,2026-05-29
TXN-002300,INV-02301,122583,Kerala,Tier 1,55,5-12L,SIP,44792,2022-01-03
TXN-002301,INV-02302,122706,Punjab,Tier 2,52,25L+,Lumpsum,429825,2022-01-04
TXN-002302,INV-02303,122829,Haryana,Tier 3,65,12-25L,SIP,35469,2022-01-05
TXN-002303,INV-02304,122952,Maharashtra,Tier 1,40,5-12L,Lumpsum,171147,2022-01-06
TXN-002304,INV-02305,123075,Karnataka,Tier 2,28,12-25L,SIP,20065,2022-01-07
TXN-002305,INV-02306,123198,Tamil Nadu,Tier 3,39,12-25L,SIP,12529,2022-01-10
TXN-002306,INV-02307,123321,Delhi,Tier 1,59,5-12L,Lumpsum,308337,2022-01-11
TXN-002307,INV-02308,123444,Gujarat,Tier 2,29,5-12L,SIP,15895,2022-01-12
TXN-002308,INV-02309,123567,Uttar Pradesh,Tier 3,45,25L+,SIP,22985,2022-01-13
TXN-002309,INV-02310,123690,West Bengal,Tier 1,51,25L+,SIP,4958,2022-01-14
TXN-002310,INV-02311,123813,Telangana,Tier 2,40,25L+,SIP,22963,2022-01-17
TXN-002311,INV-02312,123936,Rajasthan,Tier 3,42,5-12L,SIP,29691,2022-01-18
TXN-002312,INV-02313,124059,Kerala,Tier 1,37,25L+,SIP,40605,2022-01-19
TXN-002313,INV-02314,124182,Punjab,Tier 2,45,5-12L,SIP,6796,2022-01-20
TXN-002314,INV-02315,124305,Haryana,Tier 3,50,25L+,SIP,43602,2022-01-21
TXN-002315,INV-02316,124428,Maharashtra,Tier 1,65,5-12L,Lumpsum,399641,2022-01-24
TXN-002316,INV-02317,124551,Karnataka,Tier 2,41,25L+,Lumpsum,240635,2022-01-25
TXN-002317,INV-02318,124674,Tamil Nadu,Tier 3,31,25L+,SIP,20557,2022-01-26
TXN-002318,INV-02319,124797,Delhi,Tier 1,33,12-25L,Redemption,33039,2022-01-27
TXN-002319,INV-02320,124920,Gujarat,Tier 2,24,12-25L,SIP,2010,2022-01-28
TXN-002320,INV-02321,120123,Uttar Pradesh,Tier 3,24,25L+,SIP,16854,2022-01-31
TXN-002321,INV-02322,120246,West Bengal,Tier 1,66,5-12L,Redemption,32946,2022-02-01
TXN-002322,INV-02323,120369,Telangana,Tier 2,63,25L+,SIP,2100,2022-02-02
TXN-002323,INV-02324,120492,Rajasthan,Tier 3,34,5-12L,Lumpsum,477785,2022-02-03
TXN-002324,INV-02325,120615,Kerala,Tier 1,54,25L+,SIP,14862,2022-02-04
TXN-002325,INV-02326,120738,Punjab,Tier 2,63,12-25L,SIP,33934,2022-02-07
TXN-002326,INV-02327,120861,Haryana,Tier 3,62,25L+,Lumpsum,275359,2022-02-08
TXN-002327,INV-02328,120984,Maharashtra,Tier 1,25,5-12L,SIP,42884,2022-02-09
TXN-002328,INV-02329,121107,Karnataka,Tier 2,30,25L+,SIP,42674,2022-02-10
TXN-002329,INV-02330,121230,Tamil Nadu,Tier 3,66,25L+,SIP,46996,2022-02-11
TXN-002330,INV-02331,121353,Delhi,Tier 1,26,12-25L,Redemption,25636,2022-02-14
TXN-002331,INV-02332,121476,Gujarat,Tier 2,41,12-25L,SIP,3578,2022-02-15
TXN-002332,INV-02333,121599,Uttar Pradesh,Tier 3,66,25L+,SIP,2653,2022-02-16
TXN-002333,INV-02334,121722,West Bengal,Tier 1,57,5-12L,SIP,32881,2022-02-17
TXN-002334,INV-02335,121845,Telangana,Tier 2,37,12-25L,SIP,36893,2022-02-18
TXN-002335,INV-02336,121968,Rajasthan,Tier 3,63,5-12L,SIP,23716,2022-02-21
TXN-002336,INV-02337,122091,Kerala,Tier 1,48,25L+,Redemption,20632,2022-02-22
TXN-002337,INV-02338,122214,Punjab,Tier 2,59,12-25L,Redemption,12064,2022-02-23
TXN-002338,INV-02339,122337,Haryana,Tier 3,28,5-12L,Lumpsum,46512,2022-02-24
TXN-002339,INV-02340,122460,Maharashtra,Tier 1,29,25L+,SIP,1296,2022-02-25
TXN-002340,INV-02341,122583,Karnataka,Tier 2,22,5-12L,SIP,17394,2022-02-28
TXN-002341,INV-02342,122706,Tamil Nadu,Tier 3,28,25L+,Lumpsum,306741,2022-03-01
TXN-002342,INV-02343,122829,Delhi,Tier 1,25,25L+,SIP,32462,2022-03-02
TXN-002343,INV-02344,122952,Gujarat,Tier 2,45,5-12L,SIP,42990,2022-03-03
TXN-002344,INV-02345,123075,Uttar Pradesh,Tier 3,52,25L+,SIP,7759,2022-03-04
TXN-002345,INV-02346,123198,West Bengal,Tier 1,47,12-25L,SIP,46715,2022-03-07
TXN-002346,INV-02347,123321,Telangana,Tier 2,26,12-25L,Lumpsum,131791,2022-03-08
TXN-002347,INV-02348,123444,Rajasthan,Tier 3,42,12-25L,SIP,37383,2022-03-09
TXN-002348,INV-02349,123567,Kerala,Tier 1,44,5-12L,SIP,41217,2022-03-10
TXN-002349,INV-02350,123690,Punjab,Tier 2,65,25L+,Lumpsum,128047,2022-03-11
TXN-002350,INV-02351,123813,Haryana,Tier 3,57,12-25L,SIP,27442,2022-03-14
TXN-002351,INV-02352,123936,Maharashtra,Tier 1,57,25L+,SIP,44015,2022-03-15
TXN-002352,INV-02353,124059,Karnataka,Tier 2,24,5-12L,SIP,44146,2022-03-16
TXN-002353,INV-02354,124182,Tamil Nadu,Tier 3,24,25L+,SIP,30100,2022-03-17
TXN-002354,INV-02355,124305,Delhi,Tier 1,55,12-25L,SIP,29068,2022-03-18
TXN-002355,INV-02356,124428,Gujarat,Tier 2,49,12-25L,Lumpsum,70875,2022-03-21
TXN-002356,INV-02357,124551,Uttar Pradesh,Tier 3,23,5-12L,Lumpsum,310338,2022-03-22
TXN-002357,INV-02358,124674,West Bengal,Tier 1,49,25L+,SIP,22929,2022-03-23
TXN-002358,INV-02359,124797,Telangana,Tier 2,55,5-12L,SIP,11385,2022-03-24
TXN-002359,INV-02360,124920,Rajasthan,Tier 3,59,25L+,SIP,2616,2022-03-25
TXN-002360,INV-02361,120123,Kerala,Tier 1,46,25L+,SIP,28426,2022-03-28
TXN-002361,INV-02362,120246,Punjab,Tier 2,28,12-25L,SIP,18051,2022-03-29
TXN-002362,INV-02363,120369,Haryana,Tier 3,63,5-12L,SIP,22929,2022-03-30
TXN-002363,INV-02364,120492,Maharashtra,Tier 1,46,25L+,Redemption,28071,2022-03-31
TXN-002364,INV-02365,120615,Karnataka,Tier 2,47,5-12L,SIP,11478,2022-04-01
TXN-002365,INV-02366,120738,Tamil Nadu,Tier 3,51,12-25L,SIP,41767,2022-04-04
TXN-002366,INV-02367,120861,Delhi,Tier 1,55,5-12L,SIP,48478,2022-04-05
TXN-002367,INV-02368,120984,Gujarat,Tier 2,36,25L+,SIP,31916,2022-04-06
TXN-002368,INV-02369,121107,Uttar Pradesh,Tier 3,24,12-25L,SIP,33779,2022-04-07
TXN-002369,INV-02370,121230,West Bengal,Tier 1,38,25L+,SIP,23186,2022-04-08
TXN-002370,INV-02371,121353,Telangana,Tier 2,49,12-25L,SIP,4316,2022-04-11
TXN-002371,INV-02372,121476,Rajasthan,Tier 3,58,12-25L,SIP,38810,2022-04-12
TXN-002372,INV-02373,121599,Kerala,Tier 1,40,12-25L,Lumpsum,486819,2022-04-13
TXN-002373,INV-02374,121722,Punjab,Tier 2,22,12-25L,Lumpsum,72147,2022-04-14
TXN-002374,INV-02375,121845,Haryana,Tier 3,57,25L+,SIP,43050,2022-04-15
TXN-002375,INV-02376,121968,Maharashtra,Tier 1,58,25L+,Lumpsum,487237,2022-04-18
TXN-002376,INV-02377,122091,Karnataka,Tier 2,38,25L+,Lumpsum,478480,2022-04-19
TXN-002377,INV-02378,122214,Tamil Nadu,Tier 3,51,5-12L,SIP,8250,2022-04-20
TXN-002378,INV-02379,122337,Delhi,Tier 1,47,12-25L,Redemption,10453,2022-04-21
TXN-002379,INV-02380,122460,Gujarat,Tier 2,56,12-25L,SIP,28007,2022-04-22
TXN-002380,INV-02381,122583,Uttar Pradesh,Tier 3,64,25L+,SIP,11811,2022-04-25
TXN-002381,INV-02382,122706,West Bengal,Tier 1,65,5-12L,SIP,48016,2022-04-26
TXN-002382,INV-02383,122829,Telangana,Tier 2,33,25L+,SIP,28460,2022-04-27
TXN-002383,INV-02384,122952,Rajasthan,Tier 3,29,12-25L,SIP,7358,2022-04-28
TXN-002384,INV-02385,123075,Kerala,Tier 1,58,5-12L,SIP,18102,2022-04-29
TXN-002385,INV-02386,123198,Punjab,Tier 2,28,5-12L,Redemption,6580,2022-05-02
TXN-002386,INV-02387,123321,Haryana,Tier 3,53,5-12L,Lumpsum,434126,2022-05-03
TXN-002387,INV-02388,123444,Maharashtra,Tier 1,44,12-25L,Lumpsum,164943,2022-05-04
TXN-002388,INV-02389,123567,Karnataka,Tier 2,54,25L+,Redemption,18684,2022-05-05
TXN-002389,INV-02390,123690,Tamil Nadu,Tier 3,36,12-25L,SIP,43648,2022-05-06
TXN-002390,INV-02391,123813,Delhi,Tier 1,41,5-12L,SIP,22104,2022-05-09
TXN-002391,INV-02392,123936,Gujarat,Tier 2,40,25L+,SIP,34124,2022-05-10
TXN-002392,INV-02393,124059,Uttar Pradesh,Tier 3,36,25L+,Redemption,40914,2022-05-11
TXN-002393,INV-02394,124182,West Bengal,Tier 1,32,25L+,Lumpsum,186995,2022-05-12
TXN-002394,INV-02395,124305,Telangana,Tier 2,48,12-25L,Lumpsum,449544,2022-05-13
TXN-002395,INV-02396,124428,Rajasthan,Tier 3,34,5-12L,SIP,23025,2022-05-16
TXN-002396,INV-02397,124551,Kerala,Tier 1,48,12-25L,SIP,29618,2022-05-17
TXN-002397,INV-02398,124674,Punjab,Tier 2,48,25L+,SIP,5531,2022-05-18
TXN-002398,INV-02399,124797,Haryana,Tier 3,60,12-25L,SIP,26688,2022-05-19
TXN-002399,INV-02400,124920,Maharashtra,Tier 1,46,12-25L,Lumpsum,232430,2022-05-20
TXN-002400,INV-02401,120123,Karnataka,Tier 2,25,5-12L,Lumpsum,234874,2022-05-23
TXN-002401,INV-02402,120246,Tamil Nadu,Tier 3,23,12-25L,Lumpsum,222583,2022-05-24
TXN-002402,INV-02403,120369,Delhi,Tier 1,59,5-12L,SIP,16833,2022-05-25
TXN-002403,INV-02404,120492,Gujarat,Tier 2,64,12-25L,SIP,23813,2022-05-26
TXN-002404,INV-02405,120615,Uttar Pradesh,Tier 3,65,25L+,SIP,33314,2022-05-27
TXN-002405,INV-02406,120738,West Bengal,Tier 1,28,25L+,SIP,29005,2022-05-30
TXN-002406,INV-02407,120861,Telangana,Tier 2,61,25L+,SIP,34433,2022-05-31
TXN-002407,INV-02408,120984,Rajasthan,Tier 3,22,25L+,SIP,38304,2022-06-01
TXN-002408,INV-02409,121107,Kerala,Tier 1,50,12-25L,SIP,49799,2022-06-02
TXN-002409,INV-02410,121230,Punjab,Tier 2,49,5-12L,Lumpsum,397665,2022-06-03
TXN-002410,INV-02411,121353,Haryana,Tier 3,49,25L+,SIP,44122,2022-06-06
TXN-002411,INV-02412,121476,Maharashtra,Tier 1,31,25L+,SIP,4342,2022-06-07
TXN-002412,INV-02413,121599,Karnataka,Tier 2,59,5-12L,SIP,29792,2022-06-08
TXN-002413,INV-02414,121722,Tamil Nadu,Tier 3,51,25L+,SIP,37275,2022-06-09
TXN-002414,INV-02415,121845,Delhi,Tier 1,22,25L+,Lumpsum,444849,2022-06-10
TXN-002415,INV-02416,121968,Gujarat,Tier 2,56,5-12L,Lumpsum,246532,2022-06-13
TXN-002416,INV-02417,122091,Uttar Pradesh,Tier 3,67,12-25L,SIP,21533,2022-06-14
TXN-002417,INV-02418,122214,West Bengal,Tier 1,41,5-12L,Redemption,44526,2022-06-15
TXN-002418,INV-02419,122337,Telangana,Tier 2,33,12-25L,SIP,30929,2022-06-16
TXN-002419,INV-02420,122460,Rajasthan,Tier 3,60,5-12L,Lumpsum,341903,2022-06-17
TXN-002420,INV-02421,122583,Kerala,Tier 1,65,12-25L,Redemption,32198,2022-06-20
TXN-002421,INV-02422,122706,Punjab,Tier 2,62,25L+,Lumpsum,378300,2022-06-21
TXN-002422,INV-02423,122829,Haryana,Tier 3,45,5-12L,Lumpsum,453242,2022-06-22
TXN-002423,INV-02424,122952,Maharashtra,Tier 1,38,5-12L,Lumpsum,97196,2022-06-23
TXN-002424,INV-02425,123075,Karnataka,Tier 2,53,12-25L,Redemption,32007,2022-06-24
TXN-002425,INV-02426,123198,Tamil Nadu,Tier 3,26,12-25L,SIP,22532,2022-06-27
TXN-002426,INV-02427,123321,Delhi,Tier 1,35,5-12L,SIP,25209,2022-06-28
TXN-002427,INV-02428,123444,Gujarat,Tier 2,67,25L+,Redemption,20312,2022-06-29
TXN-002428,INV-02429,123567,Uttar Pradesh,Tier 3,29,12-25L,SIP,40777,2022-06-30
TXN-002429,INV-02430,123690,West Bengal,Tier 1,43,25L+,SIP,31438,2022-07-01
TXN-002430,INV-02431,123813,Telangana,Tier 2,27,25L+,SIP,6323,2022-07-04
TXN-002431,INV-02432,123936,Rajasthan,Tier 3,22,25L+,SIP,35670,2022-07-05
TXN-002432,INV-02433,124059,Kerala,Tier 1,42,12-25L,SIP,21044,2022-07-06
TXN-002433,INV-02434,124182,Punjab,Tier 2,27,25L+,SIP,45913,2022-07-07
TXN-002434,INV-02435,124305,Haryana,Tier 3,31,5-12L,SIP,13414,2022-07-08
TXN-002435,INV-02436,124428,Maharashtra,Tier 1,65,5-12L,SIP,44358,2022-07-11
TXN-002436,INV-02437,124551,Karnataka,Tier 2,64,5-12L,SIP,6637,2022-07-12
TXN-002437,INV-02438,124674,Tamil Nadu,Tier 3,28,5-12L,SIP,41221,2022-07-13
TXN-002438,INV-02439,124797,Delhi,Tier 1,24,25L+,Redemption,9131,2022-07-14
