scheme_code,nav_date,nav_value
120984,2023-03-09,84.2899
120984,2023-03-10,85.6317
120984,2023-03-13,85.4433
120984,2023-03-14,84.2532
120984,2023-03-15,84.4614
120984,2023-03-16,83.7078
120984,2023-03-17,84.3564
120984,2023-03-20,86.4664
120984,2023-03-21,85.7558
120984,2023-03-22,86.1044
120984,2023-03-23,84.4914
120984,2023-03-24,84.9483
120984,2023-03-27,84.1583
120984,2023-03-28,83.6153
120984,2023-03-29,82.6415
120984,2023-03-30,83.3431
120984,2023-03-31,84.3054
120984,2023-04-03,84.3609
120984,2023-04-04,83.5959
120984,2023-04-05,85.1045
120984,2023-04-06,84.4386
120984,2023-04-07,82.4872
120984,2023-04-10,82.9373
120984,2023-04-11,81.9683
120984,2023-04-12,82.8977
120984,2023-04-13,82.5839
120984,2023-04-14,83.1674
120984,2023-04-17,84.4933
120984,2023-04-18,83.4105
120984,2023-04-19,82.9261
120984,2023-04-20,82.8902
120984,2023-04-21,84.3378
120984,2023-04-24,83.7627
120984,2023-04-25,83.25
120984,2023-04-26,83.7225
120984,2023-04-27,83.2259
120984,2023-04-28,83.399
120984,2023-05-01,82.0205
120984,2023-05-02,84.0765
120984,2023-05-03,82.8724
120984,2023-05-04,82.6126
120984,2023-05-05,82.6162
120984,2023-05-08,84.4065
120984,2023-05-09,83.2187
120984,2023-05-10,85.0885
120984,2023-05-11,85.8345
120984,2023-05-12,86.2637
120984,2023-05-15,85.3686
120984,2023-05-16,85.941
120984,2023-05-17,85.2939
120984,2023-05-18,86.5252
120984,2023-05-19,85.6401
120984,2023-05-22,85.5678
120984,2023-05-23,85.0808
120984,2023-05-24,84.1953
120984,2023-05-25,84.9186
120984,2023-05-26,85.4544
120984,2023-05-29,86.6331
120984,2023-05-30,84.9875
120984,2023-05-31,86.0226
120984,2023-06-01,88.4617
120984,2023-06-02,88.0585
120984,2023-06-05,89.9495
120984,2023-06-06,89.7254
120984,2023-06-07,88.4163
120984,2023-06-08,88.1548
120984,2023-06-09,89.2129
120984,2023-06-12,88.4295
120984,2023-06-13,87.8826
120984,2023-06-14,88.4936
120984,2023-06-15,88.532
120984,2023-06-16,89.1388
120984,2023-06-19,89.4081
120984,2023-06-20,89.917
120984,2023-06-21,89.5262
120984,2023-06-22,89.7906
120984,2023-06-23,88.9149
120984,2023-06-26,90.2201
120984,2023-06-27,89.6287
120984,2023-06-28,90.7849
120984,2023-06-29,90.5881
120984,2023-06-30,90.8259
120984,2023-07-03,90.3689
120984,2023-07-04,89.4003
120984,2023-07-05,87.736
120984,2023-07-06,86.7581
120984,2023-07-07,86.4841
120984,2023-07-10,86.7206
120984,2023-07-11,87.7249
120984,2023-07-12,87.3307
120984,2023-07-13,86.5221
120984,2023-07-14,85.194
120984,2023-07-17,85.6793
120984,2023-07-18,87.0277
120984,2023-07-19,88.2837
120984,2023-07-20,89.0115
120984,2023-07-21,89.6748
120984,2023-07-24,91.4016
120984,2023-07-25,91.7728
120984,2023-07-26,92.4644
120984,2023-07-27,92.1755
120984,2023-07-28,90.8411
120984,2023-07-31,90.1964
120984,2023-08-01,90.2234
120984,2023-08-02,90.3199
120984,2023-08-03,92.291
120984,2023-08-04,92.4105
120984,2023-08-07,93.6541
120984,2023-08-08,93.2443
120984,2023-08-09,92.9623
120984,2023-08-10,91.6498
120984,2023-08-11,90.9409
120984,2023-08-14,91.5061
120984,2023-08-15,91.5504
120984,2023-08-16,92.5419
120984,2023-08-17,92.7637
120984,2023-08-18,92.4417
120984,2023-08-21,94.6901
120984,2023-08-22,94.6302
120984,2023-08-23,95.8869
120984,2023-08-24,95.5029
120984,2023-08-25,96.2898
120984,2023-08-28,97.3167
120984,2023-08-29,97.5791
120984,2023-08-30,95.1224
120984,2023-08-31,95.1796
120984,2023-09-01,96.5152
120984,2023-09-04,97.1156
120984,2023-09-05,97.6321
120984,2023-09-06,95.8383
120984,2023-09-07,95.1198
120984,2023-09-08,95.5894
120984,2023-09-11,96.0603
120984,2023-09-12,97.3913
120984,2023-09-13,97.2752
120984,2023-09-14,97.7495
120984,2023-09-15,97.8062
120984,2023-09-18,96.7888
120984,2023-09-19,94.4545
120984,2023-09-20,94.9413
120984,2023-09-21,95.1612
120984,2023-09-22,94.5541
120984,2023-09-25,92.9221
120984,2023-09-26,93.6055
120984,2023-09-27,93.3694
120984,2023-09-28,93.9807
120984,2023-09-29,95.966
120984,2023-10-02,93.7694
120984,2023-10-03,93.0877
120984,2023-10-04,92.9107
120984,2023-10-05,94.4473
120984,2023-10-06,92.7996
120984,2023-10-09,94.8348
120984,2023-10-10,95.0146
120984,2023-10-11,94.9523
120984,2023-10-12,94.7836
120984,2023-10-13,94.3676
120984,2023-10-16,95.5
120984,2023-10-17,94.4219
120984,2023-10-18,94.8192
120984,2023-10-19,94.4572
120984,2023-10-20,93.7061
120984,2023-10-23,96.4485
120984,2023-10-24,96.9328
120984,2023-10-25,97.628
120984,2023-10-26,98.8971
120984,2023-10-27,97.4018
120984,2023-10-30,99.3372
120984,2023-10-31,96.6718
120984,2023-11-01,95.8961
120984,2023-11-02,95.4513
120984,2023-11-03,96.1024
120984,2023-11-06,96.3725
120984,2023-11-07,96.2343
120984,2023-11-08,96.2601
120984,2023-11-09,95.2681
120984,2023-11-10,93.7495
120984,2023-11-13,94.5395
120984,2023-11-14,95.3018
120984,2023-11-15,97.0162
120984,2023-11-16,96.2152
120984,2023-11-17,96.9901
120984,2023-11-20,96.7265
120984,2023-11-21,98.0407
120984,2023-11-22,99.1887
120984,2023-11-23,99.4592
120984,2023-11-24,99.1281
120984,2023-11-27,100.2216
120984,2023-11-28,100.9776
120984,2023-11-29,100.2604
120984,2023-11-30,98.8461
120984,2023-12-01,98.5723
120984,2023-12-04,100.2694
120984,2023-12-05,101.5825
120984,2023-12-06,100.3873
120984,2023-12-07,99.1457
120984,2023-12-08,100.5859
120984,2023-12-11,99.377
120984,2023-12-12,99.9752
120984,2023-12-13,99.3397
120984,2023-12-14,101.163
120984,2023-12-15,100.3494
120984,2023-12-18,101.6602
120984,2023-12-19,101.9078
120984,2023-12-20,102.2318
120984,2023-12-21,100.08
120984,2023-12-22,97.7231
120984,2023-12-25,97.5253
120984,2023-12-26,97.8296
120984,2023-12-27,96.6649
120984,2023-12-28,95.5524
120984,2023-12-29,96.1828
120984,2024-01-01,96.8189
120984,2024-01-02,96.711
120984,2024-01-03,97.5836
120984,2024-01-04,96.3698
120984,2024-01-05,96.0316
120984,2024-01-08,97.8274
120984,2024-01-09,97.9401
120984,2024-01-10,98.1155
120984,2024-01-11,100.6763
120984,2024-01-12,99.1782
120984,2024-01-15,100.0909
120984,2024-01-16,101.9806
120984,2024-01-17,101.6575
120984,2024-01-18,102.6644
120984,2024-01-19,101.602
120984,2024-01-22,100.8777
120984,2024-01-23,101.3463
120984,2024-01-24,102.2814
120984,2024-01-25,103.5918
120984,2024-01-26,105.4381
120984,2024-01-29,105.402
120984,2024-01-30,106.8378
120984,2024-01-31,106.4788
120984,2024-02-01,107.5837
120984,2024-02-02,107.8727
120984,2024-02-05,108.4462
120984,2024-02-06,108.9962
120984,2024-02-07,107.1319
120984,2024-02-08,105.8577
120984,2024-02-09,106.0196
120984,2024-02-12,104.1116
120984,2024-02-13,105.1099
120984,2024-02-14,106.1649
120984,2024-02-15,106.5903
120984,2024-02-16,105.326
120984,2024-02-19,106.98
120984,2024-02-20,109.4482
120984,2024-02-21,109.6693
120984,2024-02-22,110.331
120984,2024-02-23,110.6204
120984,2024-02-26,111.3121
120984,2024-02-27,111.2103
120984,2024-02-28,111.2125
120984,2024-02-29,112.371
120984,2024-03-01,115.3542
120984,2024-03-04,113.6367
120984,2024-03-05,113.5525
120984,2024-03-06,112.1323
120984,2024-03-07,114.159
120984,2024-03-08,113.4687
120984,2024-03-11,111.7263
120984,2024-03-12,112.5584
120984,2024-03-13,114.7848
120984,2024-03-14,115.672
120984,2024-03-15,115.9793
120984,2024-03-18,116.549
120984,2024-03-19,118.4245
120984,2024-03-20,117.3381
120984,2024-03-21,117.2407
120984,2024-03-22,116.705
120984,2024-03-25,115.2614
120984,2024-03-26,114.8918
120984,2024-03-27,116.3468
120984,2024-03-28,117.1211
120984,2024-03-29,118.0013
120984,2024-04-01,118.2389
120984,2024-04-02,118.9691
120984,2024-04-03,117.9731
120984,2024-04-04,117.6192
120984,2024-04-05,117.915
120984,2024-04-08,118.3229
120984,2024-04-09,118.7878
120984,2024-04-10,118.6547
120984,2024-04-11,118.2104
120984,2024-04-12,122.4376
120984,2024-04-15,123.7144
120984,2024-04-16,124.3277
120984,2024-04-17,124.0587
120984,2024-04-18,123.4939
120984,2024-04-19,123.3657
120984,2024-04-22,123.8132
120984,2024-04-23,121.327
120984,2024-04-24,119.2982
120984,2024-04-25,118.5127
120984,2024-04-26,118.8306
120984,2024-04-29,118.5657
120984,2024-04-30,120.5574
120984,2024-05-01,118.655
120984,2024-05-02,117.7254
120984,2024-05-03,119.7584
120984,2024-05-06,119.9792
120984,2024-05-07,121.2012
120984,2024-05-08,124.0166
120984,2024-05-09,123.123
120984,2024-05-10,123.0377
120984,2024-05-13,122.7186
120984,2024-05-14,120.1563
120984,2024-05-15,119.7947
120984,2024-05-16,121.0098
120984,2024-05-17,121.7802
120984,2024-05-20,122.6614
120984,2024-05-21,122.2046
120984,2024-05-22,121.3744
120984,2024-05-23,123.1301
120984,2024-05-24,122.5074
120984,2024-05-27,122.9535
120984,2024-05-28,123.2239
120984,2024-05-29,125.2713
120984,2024-05-30,126.6677
120984,2024-05-31,124.9257
120984,2024-06-03,123.3538
120984,2024-06-04,124.1914
120984,2024-06-05,124.1532
120984,2024-06-06,123.5826
120984,2024-06-07,125.021
120984,2024-06-10,125.3292
120984,2024-06-11,125.4517
120984,2024-06-12,126.5831
120984,2024-06-13,126.1123
120984,2024-06-14,128.3584
120984,2024-06-17,127.3014
120984,2024-06-18,128.276
120984,2024-06-19,130.3673
120984,2024-06-20,128.4585
120984,2024-06-21,128.0255
120984,2024-06-24,129.696
120984,2024-06-25,131.4101
120984,2024-06-26,131.2149
120984,2024-06-27,130.2109
120984,2024-06-28,131.64
120984,2024-07-01,133.4183
120984,2024-07-02,131.7727
120984,2024-07-03,130.0911
120984,2024-07-04,130.4661
120984,2024-07-05,131.425
120984,2024-07-08,131.0457
120984,2024-07-09,132.0814
120984,2024-07-10,131.1061
120984,2024-07-11,128.1428
120984,2024-07-12,127.5977
120984,2024-07-15,127.7376
120984,2024-07-16,127.4015
120984,2024-07-17,125.8385
120984,2024-07-18,123.3995
120984,2024-07-19,122.7527
120984,2024-07-22,124.0204
120984,2024-07-23,125.7964
120984,2024-07-24,127.5017
120984,2024-07-25,126.413
120984,2024-07-26,124.8688
120984,2024-07-29,125.6031
120984,2024-07-30,126.5342
120984,2024-07-31,127.1433
120984,2024-08-01,124.4072
120984,2024-08-02,123.2758
120984,2024-08-05,123.2848
120984,2024-08-06,123.9969
120984,2024-08-07,125.098
120984,2024-08-08,125.3468
120984,2024-08-09,125.854
120984,2024-08-12,126.022
120984,2024-08-13,127.0268
120984,2024-08-14,127.5157
120984,2024-08-15,127.659
120984,2024-08-16,127.3336
120984,2024-08-19,127.4985
120984,2024-08-20,128.2313
120984,2024-08-21,128.6606
120984,2024-08-22,129.2523
120984,2024-08-23,131.228
120984,2024-08-26,131.664
120984,2024-08-27,130.7797
120984,2024-08-28,132.1099
120984,2024-08-29,130.1914
120984,2024-08-30,128.7034
120984,2024-09-02,129.2314
120984,2024-09-03,130.0196
120984,2024-09-04,128.3023
120984,2024-09-05,127.8143
120984,2024-09-06,127.0158
120984,2024-09-09,126.3882
120984,2024-09-10,127.758
120984,2024-09-11,128.8062
120984,2024-09-12,128.8307
120984,2024-09-13,128.1105
120984,2024-09-16,126.2731
120984,2024-09-17,128.3126
120984,2024-09-18,129.2027
120984,2024-09-19,128.2535
120984,2024-09-20,129.3245
120984,2024-09-23,129.2763
120984,2024-09-24,128.9203
120984,2024-09-25,129.5907
120984,2024-09-26,128.5895
120984,2024-09-27,128.1554
120984,2024-09-30,128.3781
120984,2024-10-01,127.7258
120984,2024-10-02,128.7208
120984,2024-10-03,131.4472
120984,2024-10-04,130.4132
120984,2024-10-07,128.0975
120984,2024-10-08,125.3579
120984,2024-10-09,125.2006
120984,2024-10-10,124.3404
120984,2024-10-11,124.6748
120984,2024-10-14,124.9068
120984,2024-10-15,122.7724
120984,2024-10-16,120.3939
120984,2024-10-17,120.8347
120984,2024-10-18,121.0633
120984,2024-10-21,120.5458
120984,2024-10-22,118.4157
120984,2024-10-23,119.0789
120984,2024-10-24,120.8049
120984,2024-10-25,121.2234
120984,2024-10-28,120.1466
120984,2024-10-29,120.2536
120984,2024-10-30,118.5074
120984,2024-10-31,119.9426
120984,2024-11-01,120.0986
120984,2024-11-04,117.8324
120984,2024-11-05,117.4904
120984,2024-11-06,118.1379
120984,2024-11-07,117.753
120984,2024-11-08,117.4431
120984,2024-11-11,115.9183
120984,2024-11-12,116.6896
120984,2024-11-13,115.9066
120984,2024-11-14,113.2348
120984,2024-11-15,112.8184
120984,2024-11-18,114.0883
120984,2024-11-19,113.6492
120984,2024-11-20,115.8891
120984,2024-11-21,116.4839
120984,2024-11-22,116.9655
120984,2024-11-25,116.8472
120984,2024-11-26,116.8061
120984,2024-11-27,116.5147
120984,2024-11-28,116.1744
120984,2024-11-29,116.9016
120984,2024-12-02,115.7506
120984,2024-12-03,114.4346
120984,2024-12-04,113.0747
120984,2024-12-05,115.6942
120984,2024-12-06,116.4177
120984,2024-12-09,116.855
120984,2024-12-10,115.5497
120984,2024-12-11,116.3913
120984,2024-12-12,116.2887
120984,2024-12-13,116.6096
120984,2024-12-16,115.4097
120984,2024-12-17,115.6596
120984,2024-12-18,115.1677
120984,2024-12-19,114.2476
120984,2024-12-20,115.2199
120984,2024-12-23,113.3327
120984,2024-12-24,114.0846
120984,2024-12-25,114.9928
120984,2024-12-26,113.9311
120984,2024-12-27,112.9528
120984,2024-12-30,112.7211
120984,2024-12-31,113.1166
120984,2025-01-01,112.9718
120984,2025-01-02,113.5572
120984,2025-01-03,115.8273
120984,2025-01-06,115.2283
120984,2025-01-07,113.1199
120984,2025-01-08,114.1979
120984,2025-01-09,116.3787
120984,2025-01-10,116.9294
120984,2025-01-13,115.5848
120984,2025-01-14,115.4736
120984,2025-01-15,114.1072
120984,2025-01-16,114.9629
120984,2025-01-17,113.312
120984,2025-01-20,112.9838
120984,2025-01-21,111.7871
120984,2025-01-22,111.988
120984,2025-01-23,111.5822
120984,2025-01-24,111.8441
120984,2025-01-27,111.9164
120984,2025-01-28,110.7526
120984,2025-01-29,111.5635
120984,2025-01-30,111.5483
120984,2025-01-31,110.3861
120984,2025-02-03,113.1862
120984,2025-02-04,113.8265
120984,2025-02-05,113.6802
120984,2025-02-06,115.5099
120984,2025-02-07,117.9212
120984,2025-02-10,117.7799
120984,2025-02-11,118.2781
120984,2025-02-12,117.0464
120984,2025-02-13,116.9038
120984,2025-02-14,116.6948
120984,2025-02-17,116.9791
120984,2025-02-18,117.455
120984,2025-02-19,118.2278
120984,2025-02-20,118.5847
120984,2025-02-21,117.0627
120984,2025-02-24,115.9068
120984,2025-02-25,115.2583
120984,2025-02-26,114.947
120984,2025-02-27,116.3299
120984,2025-02-28,114.8972
120984,2025-03-03,114.4921
120984,2025-03-04,115.7449
120984,2025-03-05,115.4099
120984,2025-03-06,116.0423
120984,2025-03-07,115.9107
120984,2025-03-10,116.2851
120984,2025-03-11,116.0396
120984,2025-03-12,116.9409
120984,2025-03-13,115.0163
120984,2025-03-14,114.6033
120984,2025-03-17,115.0238
120984,2025-03-18,115.7474
120984,2025-03-19,117.711
120984,2025-03-20,117.2527
120984,2025-03-21,119.2242
120984,2025-03-24,118.4104
120984,2025-03-25,120.2017
120984,2025-03-26,121.336
120984,2025-03-27,120.171
120984,2025-03-28,120.6258
120984,2025-03-31,120.606
120984,2025-04-01,121.4874
120984,2025-04-02,121.2379
120984,2025-04-03,120.8772
120984,2025-04-04,122.7605
120984,2025-04-07,122.6763
120984,2025-04-08,123.8461
120984,2025-04-09,123.5889
120984,2025-04-10,125.926
120984,2025-04-11,125.0398
120984,2025-04-14,124.2477
120984,2025-04-15,126.3994
120984,2025-04-16,125.8326
120984,2025-04-17,128.1196
120984,2025-04-18,129.4344
120984,2025-04-21,129.2661
120984,2025-04-22,126.764
120984,2025-04-23,126.7877
120984,2025-04-24,126.9803
120984,2025-04-25,128.6727
120984,2025-04-28,130.9931
120984,2025-04-29,130.0618
120984,2025-04-30,131.2656
120984,2025-05-01,132.4284
120984,2025-05-02,134.0549
120984,2025-05-05,134.8463
120984,2025-05-06,132.0483
120984,2025-05-07,131.8755
120984,2025-05-08,130.2617
120984,2025-05-09,130.0237
120984,2025-05-12,131.4855
120984,2025-05-13,131.9804
120984,2025-05-14,133.7112
120984,2025-05-15,134.2685
120984,2025-05-16,132.4175
120984,2025-05-19,128.8477
120984,2025-05-20,129.1104
120984,2025-05-21,128.8585
120984,2025-05-22,127.5321
120984,2025-05-23,125.2186
120984,2025-05-26,124.2604
120984,2025-05-27,124.0444
120984,2025-05-28,125.0063
120984,2025-05-29,125.3161
120984,2025-05-30,127.6035
120984,2025-06-02,126.2086
120984,2025-06-03,127.4887
120984,2025-06-04,127.6061
120984,2025-06-05,128.6364
120984,2025-06-06,128.0714
120984,2025-06-09,129.642
120984,2025-06-10,130.1157
120984,2025-06-11,129.1985
120984,2025-06-12,129.2331
120984,2025-06-13,128.9446
120984,2025-06-16,129.6922
120984,2025-06-17,128.0712
120984,2025-06-18,128.081
120984,2025-06-19,128.6907
120984,2025-06-20,128.7889
120984,2025-06-23,130.7636
120984,2025-06-24,131.9345
120984,2025-06-25,131.9764
120984,2025-06-26,132.3443
120984,2025-06-27,132.8285
120984,2025-06-30,133.4725
120984,2025-07-01,130.8711
120984,2025-07-02,130.49
120984,2025-07-03,128.4279
120984,2025-07-04,130.2986
120984,2025-07-07,130.2635
120984,2025-07-08,130.0388
120984,2025-07-09,131.3804
120984,2025-07-10,132.045
120984,2025-07-11,130.468
120984,2025-07-14,130.4184
120984,2025-07-15,129.9905
120984,2025-07-16,127.5708
120984,2025-07-17,126.6564
120984,2025-07-18,126.4515
120984,2025-07-21,126.3423
120984,2025-07-22,124.3488
120984,2025-07-23,125.9845
120984,2025-07-24,125.8934
120984,2025-07-25,125.9958
120984,2025-07-28,126.6029
120984,2025-07-29,125.5604
120984,2025-07-30,126.2427
120984,2025-07-31,125.7843
120984,2025-08-01,124.5997
120984,2025-08-04,125.4383
120984,2025-08-05,127.5646
120984,2025-08-06,128.6372
120984,2025-08-07,130.0018
120984,2025-08-08,129.3112
120984,2025-08-11,127.1094
120984,2025-08-12,129.2617
120984,2025-08-13,132.2692
120984,2025-08-14,134.5869
120984,2025-08-15,134.1443
120984,2025-08-18,132.5043
120984,2025-08-19,131.0125
120984,2025-08-20,128.6598
120984,2025-08-21,128.5593
120984,2025-08-22,130.9025
120984,2025-08-25,130.751
120984,2025-08-26,131.239
120984,2025-08-27,133.2933
120984,2025-08-28,132.7552
120984,2025-08-29,135.8155
120984,2025-09-01,138.8801
120984,2025-09-02,138.7354
120984,2025-09-03,137.912
120984,2025-09-04,139.0294
120984,2025-09-05,138.5543
120984,2025-09-08,136.8575
120984,2025-09-09,138.8555
120984,2025-09-10,140.7823
120984,2025-09-11,141.0798
120984,2025-09-12,139.1892
120984,2025-09-15,137.3743
120984,2025-09-16,137.5914
120984,2025-09-17,136.8917
120984,2025-09-18,136.4336
120984,2025-09-19,138.0312
120984,2025-09-22,139.2046
120984,2025-09-23,141.3875
120984,2025-09-24,139.9111
120984,2025-09-25,139.4397
120984,2025-09-26,140.665
120984,2025-09-29,141.4166
120984,2025-09-30,143.8781
120984,2025-10-01,144.603
120984,2025-10-02,147.6318
120984,2025-10-03,148.5708
120984,2025-10-06,150.377
120984,2025-10-07,149.9027
120984,2025-10-08,149.9863
120984,2025-10-09,151.5574
120984,2025-10-10,154.3321
120984,2025-10-13,155.6373
120984,2025-10-14,155.5572
120984,2025-10-15,157.9951
120984,2025-10-16,154.2929
120984,2025-10-17,151.9586
120984,2025-10-20,153.1635
120984,2025-10-21,153.2485
120984,2025-10-22,154.3344
120984,2025-10-23,154.5056
120984,2025-10-24,155.5412
120984,2025-10-27,154.2157
120984,2025-10-28,155.2486
120984,2025-10-29,157.0189
120984,2025-10-30,159.2049
120984,2025-10-31,162.8356
120984,2025-11-03,163.3388
120984,2025-11-04,163.8972
120984,2025-11-05,161.2385
120984,2025-11-06,160.3628
120984,2025-11-07,160.0866
120984,2025-11-10,162.0117
120984,2025-11-11,160.9909
120984,2025-11-12,162.4723
120984,2025-11-13,162.5344
120984,2025-11-14,162.2828
120984,2025-11-17,162.7928
120984,2025-11-18,162.1587
120984,2025-11-19,161.4598
120984,2025-11-20,158.5236
120984,2025-11-21,158.1551
120984,2025-11-24,157.3852
120984,2025-11-25,156.5571
120984,2025-11-26,157.3396
120984,2025-11-27,158.547
120984,2025-11-28,159.0161
120984,2025-12-01,160.8311
120984,2025-12-02,161.9174
120984,2025-12-03,161.4573
120984,2025-12-04,160.7016
120984,2025-12-05,161.32
120984,2025-12-08,162.4064
120984,2025-12-09,164.9888
120984,2025-12-10,167.2318
120984,2025-12-11,166.3052
120984,2025-12-12,166.1851
120984,2025-12-15,167.4833
120984,2025-12-16,169.5303
120984,2025-12-17,171.3589
120984,2025-12-18,171.3071
120984,2025-12-19,169.0278
120984,2025-12-22,167.2476
120984,2025-12-23,167.817
120984,2025-12-24,168.5173
120984,2025-12-25,166.5596
120984,2025-12-26,166.7079
120984,2025-12-29,167.9367
120984,2025-12-30,165.8897
120984,2025-12-31,167.9856
120984,2026-01-01,167.3564
120984,2026-01-02,169.7555
120984,2026-01-05,168.8298
120984,2026-01-06,167.0008
120984,2026-01-07,166.2278
120984,2026-01-08,166.1203
120984,2026-01-09,165.4781
120984,2026-01-12,165.1515
120984,2026-01-13,165.8256
120984,2026-01-14,165.5799
120984,2026-01-15,165.5257
120984,2026-01-16,162.5076
120984,2026-01-19,163.2746
120984,2026-01-20,163.1797
120984,2026-01-21,166.1624
120984,2026-01-22,164.5197
120984,2026-01-23,161.3441
120984,2026-01-26,162.5097
120984,2026-01-27,163.1956
120984,2026-01-28,161.4599
120984,2026-01-29,158.8292
120984,2026-01-30,161.6027
120984,2026-02-02,164.2018
120984,2026-02-03,159.8337
120984,2026-02-04,159.0938
120984,2026-02-05,162.0978
120984,2026-02-06,161.3157
120984,2026-02-09,160.5116
120984,2026-02-10,160.0772
120984,2026-02-11,158.1788
120984,2026-02-12,155.3023
120984,2026-02-13,157.1737
120984,2026-02-16,154.0811
120984,2026-02-17,154.5626
120984,2026-02-18,156.1398
120984,2026-02-19,153.7285
120984,2026-02-20,152.2344
120984,2026-02-23,154.3413
120984,2026-02-24,155.3108
120984,2026-02-25,154.3215
120984,2026-02-26,156.4385
120984,2026-02-27,158.592
120984,2026-03-02,159.1256
120984,2026-03-03,157.6208
120984,2026-03-04,156.9684
120984,2026-03-05,157.5267
120984,2026-03-06,157.2631
120984,2026-03-09,158.9594
120984,2026-03-10,156.3694
120984,2026-03-11,153.8817
120984,2026-03-12,154.2499
120984,2026-03-13,153.4795
120984,2026-03-16,152.4855
120984,2026-03-17,149.6083
120984,2026-03-18,149.7004
120984,2026-03-19,149.6734
120984,2026-03-20,150.8135
120984,2026-03-23,150.9882
120984,2026-03-24,150.8284
120984,2026-03-25,152.855
120984,2026-03-26,150.7244
120984,2026-03-27,151.677
120984,2026-03-30,148.9738
120984,2026-03-31,147.6653
120984,2026-04-01,145.767
120984,2026-04-02,147.085
120984,2026-04-03,147.038
120984,2026-04-06,147.075
120984,2026-04-07,145.3535
120984,2026-04-08,144.9331
120984,2026-04-09,143.7785
120984,2026-04-10,144.444
120984,2026-04-13,142.935
120984,2026-04-14,145.0992
120984,2026-04-15,142.5063
120984,2026-04-16,141.3041
120984,2026-04-17,143.9929
120984,2026-04-20,143.3626
120984,2026-04-21,141.3605
120984,2026-04-22,141.7583
120984,2026-04-23,141.0753
120984,2026-04-24,139.8401
120984,2026-04-27,138.2197
120984,2026-04-28,142.5506
120984,2026-04-29,142.2136
120984,2026-04-30,139.2887
120984,2026-05-01,141.6529
120984,2026-05-04,142.6653
120984,2026-05-05,141.5241
120984,2026-05-06,140.1349
120984,2026-05-07,141.2334
120984,2026-05-08,140.9067
120984,2026-05-11,138.0081
120984,2026-05-12,140.8044
120984,2026-05-13,140.1899
120984,2026-05-14,142.5723
120984,2026-05-15,144.6493
120984,2026-05-18,143.1225
120984,2026-05-19,144.8163
120984,2026-05-20,143.8398
120984,2026-05-21,140.9727
120984,2026-05-22,140.372
120984,2026-05-25,141.0437
120984,2026-05-26,140.3837
120984,2026-05-27,139.9664
120984,2026-05-28,141.7949
120984,2026-05-29,142.0179
121107,2022-01-03,116.5308
121107,2022-01-04,114.8717
121107,2022-01-05,116.6766
121107,2022-01-06,116.7684
121107,2022-01-07,119.3363
121107,2022-01-10,119.5054
121107,2022-01-11,119.7667
121107,2022-01-12,118.5502
121107,2022-01-13,118.0464
121107,2022-01-14,116.0859
121107,2022-01-17,114.4286
121107,2022-01-18,115.4115
121107,2022-01-19,115.0993
121107,2022-01-20,114.6113
121107,2022-01-21,113.7271
121107,2022-01-24,113.2911
121107,2022-01-25,114.7579
121107,2022-01-26,114.986
121107,2022-01-27,113.5486
121107,2022-01-28,114.8888
121107,2022-01-31,117.1365
121107,2022-02-01,117.8228
121107,2022-02-02,119.0313
121107,2022-02-03,120.6887
121107,2022-02-04,118.5568
121107,2022-02-07,121.0616
121107,2022-02-08,122.5827
121107,2022-02-09,123.293
121107,2022-02-10,123.1722
121107,2022-02-11,121.4222
121107,2022-02-14,121.0288
121107,2022-02-15,121.6759
121107,2022-02-16,120.2548
121107,2022-02-17,120.2106
121107,2022-02-18,118.7032
121107,2022-02-21,118.2494
121107,2022-02-22,116.5496
121107,2022-02-23,114.7414
121107,2022-02-24,115.2176
121107,2022-02-25,114.5309
121107,2022-02-28,113.9661
121107,2022-03-01,113.2201
121107,2022-03-02,116.7095
121107,2022-03-03,117.5388
121107,2022-03-04,118.514
121107,2022-03-07,117.5544
121107,2022-03-08,118.2562
121107,2022-03-09,118.0076
121107,2022-03-10,117.0418
121107,2022-03-11,119.5997
121107,2022-03-14,120.4038
121107,2022-03-15,121.1461
121107,2022-03-16,119.906
121107,2022-03-17,118.2896
121107,2022-03-18,118.262
121107,2022-03-21,117.5653
121107,2022-03-22,118.4076
121107,2022-03-23,119.3434
121107,2022-03-24,119.4772
121107,2022-03-25,120.6182
121107,2022-03-28,120.9233
121107,2022-03-29,119.8173
121107,2022-03-30,119.6041
121107,2022-03-31,119.8307
121107,2022-04-01,121.1099
121107,2022-04-04,121.4585
121107,2022-04-05,120.7457
121107,2022-04-06,122.0847
121107,2022-04-07,122.6461
121107,2022-04-08,124.7991
121107,2022-04-11,124.969
121107,2022-04-12,123.6005
121107,2022-04-13,125.2613
121107,2022-04-14,124.5188
121107,2022-04-15,124.9741
121107,2022-04-18,125.2798
121107,2022-04-19,125.3928
121107,2022-04-20,125.2089
121107,2022-04-21,123.0031
121107,2022-04-22,121.7034
121107,2022-04-25,123.2642
121107,2022-04-26,123.8966
121107,2022-04-27,126.5768
121107,2022-04-28,125.1902
121107,2022-04-29,125.1981
121107,2022-05-02,126.861
121107,2022-05-03,126.1243
121107,2022-05-04,125.503
121107,2022-05-05,125.1487
121107,2022-05-06,124.5869
121107,2022-05-09,125.368
121107,2022-05-10,122.9861
121107,2022-05-11,125.2787
121107,2022-05-12,124.0128
121107,2022-05-13,121.2065
121107,2022-05-16,121.2414
